#hg19.refGene.name	hg19.knownToEnsembl.value
NM_014309	ENST00000405409,
NM_001349990	n/a
NM_153609	ENST00000346753,ENST00000406856,ENST00000442782,
NM_006078	ENST00000300105
NM_001289000	n/a
NM_001289001	n/a
NM_001363825	n/a
NM_003560	ENST00000332509,
NM_001363771	n/a
NM_012264	ENST00000361906
NM_001039141	ENST00000455236,ENST00000406386,
NM_001172688	ENST00000406772
NM_001349869	n/a
NM_001349868	n/a
NM_001242923	ENST00000412331
NM_001363785	n/a
NM_001349867	n/a
NM_001199562	ENST00000402064
NM_001301131	n/a
NM_001301130	n/a
NM_001166343	ENST00000416983
NM_001349864	n/a
NM_016091	ENST00000412331
NM_013365	ENST00000343632
NM_001349865	n/a
NM_001195072	ENST00000436674
NM_001172687	ENST00000343632
NM_001195071	ENST00000361684
NM_002405	ENST00000356998
NM_001349866	n/a
NM_001001560	ENST00000343632
NM_001004426	ENST00000332509
NR_029413	ENST00000356998
NM_001278208	ENST00000216024,ENST00000478820,
NM_001002880	ENST00000396811
NM_015373	ENST00000216029
NM_000967	ENST00000216146,ENST00000465618,
NM_001363017	n/a
NM_007068	ENST00000216024
NM_001033853	ENST00000216146,ENST00000484615,
NM_152512	ENST00000325157
NM_001003406	ENST00000402142,ENST00000401624,
NM_021096	ENST00000402142,ENST00000401624,
NM_015088	ENST00000454349
NM_000026	ENST00000216194
NM_001024843	ENST00000301923,
NM_001162501	ENST00000454349
NM_001363840	n/a
NM_001362843	n/a
NM_001278651	n/a
NM_001317930	n/a
NM_022098	ENST00000357137,ENST00000544094,
NM_001429	ENST00000263253
NM_002883	ENST00000356244,ENST00000455915,ENST00000405486,ENST00000356244,
NM_181492	ENST00000359486
NM_024053	ENST00000215980
NM_024821	ENST00000255784
NM_005008	ENST00000401959
NM_005650	ENST00000359486
NM_001304797	n/a
NM_001304370	n/a
NM_001304372	n/a
NM_001304373	n/a
NM_001002876	ENST00000215980,ENST00000396437,
NM_001003796	ENST00000355257
NM_001349969	n/a
NM_001197	ENST00000216115
NM_173050	ENST00000360835
NM_001349971	n/a
NM_001184970	ENST00000263246
NM_001349974	n/a
NM_013327	ENST00000338758
NM_001243386	ENST00000338758
NM_001243385	ENST00000338758
NM_001003828	ENST00000406477
NM_001099294	ENST00000381176
NM_148674	ENST00000357450,ENST00000404354,
NM_001291501	n/a
NM_181335	ENST00000517296,ENST00000389773,ENST00000389774,
NM_001017526	ENST00000389774
NM_001198726	ENST00000460809,ENST00000389774,
NM_001009880	ENST00000336156,
NM_001284296	n/a
NM_001135862	ENST00000313237
NM_001242450	ENST00000403565
NR_134535	n/a
NM_181334	ENST00000389773
NM_138415	ENST00000313237
NM_014246	ENST00000262738
NM_015124	ENST00000406902,ENST00000361034,
NM_001366660	n/a
NM_001082967	ENST00000358295
NM_015381	ENST00000358295
NR_110523	n/a
NR_110522	n/a
NM_001349942	n/a
NM_001349940	n/a
NM_001349941	n/a
NM_001304809	n/a
NM_001304808	n/a
NR_146335	n/a
NR_146334	n/a
NM_001351648	n/a
NM_001351647	n/a
NM_001351642	n/a
NM_001242898	ENST00000359139,
NM_001351645	n/a
NM_001365836	n/a
NM_012401	ENST00000479701,ENST00000359337,
NM_001351644	n/a
NM_018995	ENST00000262794
NM_014678	ENST00000359139,
NM_001164105	ENST00000540615,ENST00000395843,
NM_001164106	ENST00000395852
NM_001242899	ENST00000359139
NM_001351643	n/a
NM_001351641	n/a
NM_138433	ENST00000395676
NM_001164104	ENST00000262794
NM_001351646	n/a
NM_001350317	n/a
NM_001242900	ENST00000359139
NM_001372044	n/a
NR_133911	n/a
NR_073459	n/a
NR_073460	ENST00000440946,ENST00000551545,ENST00000413661,
NR_122113	n/a
NR_132385	n/a
NR_046571	n/a
NM_001136213	ENST00000343518
NM_001005239	ENST00000252835
NM_014406	ENST00000359963
NR_040115	ENST00000456726
NR_001591	ENST00000400593
NR_134584	n/a
NR_003607	ENST00000425038
NR_159481	n/a
NR_015352	ENST00000441006
NR_152825	n/a
NR_152826	n/a
NM_001366857	n/a
NM_001037814	ENST00000400588
NM_033070	ENST00000336737
NM_177405	ENST00000330232,ENST00000399839,
NM_001289905	n/a
NM_001163079	ENST00000399875
NR_103793	n/a
NM_017829	ENST00000155674
NR_024482	ENST00000329743
NR_024483	ENST00000431923
NM_031890	ENST00000331437
NM_014339	ENST00000319363
NR_038398	ENST00000428828
NM_031481	ENST00000399813,ENST00000327451,ENST00000399813,
NM_001303484	n/a
NM_001288707	n/a
NM_001363824	n/a
NM_015367	ENST00000355028
NM_001270727	ENST00000355028
NM_001270726	ENST00000355028
NM_001270729	ENST00000355028
NM_001270728	ENST00000355028
NM_001270733	ENST00000355028,
NM_001270732	ENST00000355028
NM_001270731	ENST00000355028
NR_073068	n/a
NR_073069	n/a
NM_001270730	ENST00000355028
NM_001270735	ENST00000355028
NM_001270734	ENST00000399782,ENST00000355028,
NR_036168	ENST00000583102
NR_103718	n/a
NR_030378	ENST00000385046
NM_017929	ENST00000329627
NM_001127649	ENST00000329627
NR_024417	ENST00000443243
NM_001199319	ENST00000329627
NM_017414	ENST00000215794
NR_136570	n/a
NR_003267	ENST00000412448
NR_135922	n/a
NR_160771	n/a
NR_160772	n/a
NM_016335	ENST00000357068
NM_005675	ENST00000331444,ENST00000480608,
NR_002733	ENST00000438934
NR_045121	ENST00000438934
NM_001195226	ENST00000420436,ENST00000357068,
NR_033674	ENST00000537045
NM_001173534	ENST00000537045
NM_053006	ENST00000399635
NM_001173533	ENST00000537045
NM_022719	ENST00000252137
NR_026651	ENST00000609839
NR_024157	ENST00000609958
NM_005137	ENST00000263196
NM_001184781	ENST00000263196,ENST00000389262,
NR_134304	n/a
NR_046298	ENST00000215882
NM_005984	ENST00000451283,ENST00000215882,
NR_103767	n/a
NM_001256534	ENST00000451283
NM_001287387	n/a
NM_001363066	n/a
NM_003776	ENST00000333130
NM_001178011	ENST00000407835
NM_001130861	ENST00000403084
NM_001178010	ENST00000437685
NM_001362910	n/a
NM_001363067	n/a
NM_173793	ENST00000399562
NM_003504	ENST00000407835
NM_001318151	n/a
NM_001166242	ENST00000542103
NM_003277	ENST00000413119
NM_001318152	n/a
NM_005659	ENST00000263202
NM_001035247	ENST00000263202,ENST00000459854,
NR_161281	n/a
NM_001369291	n/a
NR_024381	n/a
NM_080647	ENST00000332710
NM_080646	ENST00000329705
NM_002688	ENST00000431044
NM_001009939	ENST00000455843
NR_037611	ENST00000455843
NR_037612	n/a
NM_005992	ENST00000359500
NM_000407	ENST00000431044
NM_001352301	n/a
NM_024627	ENST00000405640,ENST00000407472,
NM_001352303	n/a
NM_007310	n/a
NM_001362828	n/a
NR_039918	ENST00000585066
NM_001135162	ENST00000361682,ENST00000407537,ENST00000403184,
NM_001670	ENST00000495096,ENST00000263207,
NM_001135161	ENST00000361682
NR_029706	ENST00000385288
NM_000754	ENST00000361682
NM_001185024	ENST00000334554
NM_001278641	n/a
NM_001278639	n/a
NM_001278640	n/a
NM_002882	ENST00000402752,
NM_182984	ENST00000252136
NM_001365892	n/a
NR_037412	ENST00000580330
NR_106874	n/a
NR_145765	n/a
NM_001331039	n/a
NM_013373	ENST00000334554,
NM_001257994	ENST00000252136
NR_031706	ENST00000408439
NM_001190326	ENST00000383024
NM_022720	ENST00000351989
NM_022727	ENST00000252136
NM_023004	ENST00000425986,ENST00000043402,
NR_038460	ENST00000506039
NR_026919	ENST00000609602
NR_031618	ENST00000408112
NM_033257	ENST00000248879
NM_001355479	n/a
NM_001242313	ENST00000426653
NR_136560	n/a
NR_003563	ENST00000430523
NM_015672	ENST00000426804
NR_136569	n/a
NM_003426	ENST00000437275
NM_001256525	ENST00000437275,
NR_046282	n/a
NM_001256524	ENST00000437275
NM_001256523	ENST00000437275
NM_153334	ENST00000405555
NM_182895	ENST00000405555
NM_001293234	n/a
NM_001003891	ENST00000263205,ENST00000489651,
NM_015889	ENST00000425759,ENST00000292733,ENST00000492381,ENST00000473244,
NM_001293237	n/a
NM_001293235	n/a
NM_001293236	n/a
NR_024592	ENST00000412250
NR_026815	ENST00000450925
NM_000185	ENST00000215727,
NR_027464	ENST00000405089
NR_110537	n/a
NR_027052	ENST00000429962
NR_027051	ENST00000452284
NM_144704	ENST00000399167
NM_030573	ENST00000215742
NR_156180	n/a
NM_001146288	ENST00000405089
NM_005207	ENST00000354336
NM_006767	ENST00000215739,ENST00000389355,
NM_001018060	ENST00000399167
NM_001008695	ENST00000399133
NM_004173	ENST00000382932,
NM_001159554	ENST00000413302
NM_001349875	n/a
NM_001349874	n/a
NM_001349876	n/a
NR_030379	n/a
NR_002829	ENST00000382931
NR_037566	ENST00000461808
NR_136575	n/a
NM_001291006	n/a
NR_027006	ENST00000497328
NM_005446	ENST00000336296
NR_110991	n/a
NR_108107	n/a
NR_160771	n/a
NR_160772	n/a
NR_024583	n/a
NR_136575	n/a
NR_136559	n/a
NM_001128635	ENST00000434111
NM_001128633	ENST00000433039
NR_160771	n/a
NR_160772	n/a
NM_001207052	ENST00000415764
NM_015094	ENST00000407464,ENST00000443632,
NR_003700	ENST00000360806
NM_001371350	n/a
NR_163922	n/a
NR_163923	n/a
NR_163924	n/a
NR_163925	n/a
NR_046082	n/a
NM_003347	ENST00000342192
NM_001128633	ENST00000433039
NM_152612	ENST00000607942,ENST00000292779,
NM_022044	ENST00000248958
NM_001331066	n/a
NR_029845	ENST00000385018
NM_001256356	ENST00000342192
NM_001256355	ENST00000342192,ENST00000496722,
NR_030622	ENST00000390813
NR_028436	ENST00000342192
NM_001128635	ENST00000434111
NM_001017964	ENST00000292778
NM_001317996	n/a
NR_130910	n/a
NM_148175	ENST00000492445,ENST00000335025,ENST00000417788,
NM_014337	ENST00000417788
NM_013313	ENST00000339468
NM_148176	ENST00000412327
NM_001349845	n/a
NM_001349850	n/a
NR_146277	n/a
NM_001282112	n/a
NM_003935	ENST00000398793,ENST00000357179,
NM_001282113	n/a
NM_001349852	n/a
NR_135291	n/a
NR_147620	n/a
NM_001349848	n/a
NM_001349847	n/a
NM_001349851	n/a
NM_001303509	n/a
NM_007128	ENST00000403807
NM_001318127	n/a
NM_006115	ENST00000398743
NR_130643	n/a
NR_130642	n/a
NM_080740	ENST00000302097
NM_001318126	n/a
NM_001291715	n/a
NM_001291719	n/a
NR_027426	ENST00000407120
NM_080764	ENST00000360412
NM_001291716	n/a
NM_001291717	n/a
NM_206955	ENST00000398741
NM_206954	ENST00000398743
NM_206956	ENST00000539862,ENST00000398743,ENST00000398741,
NM_206953	ENST00000492657
NM_001282879	n/a
NM_199127	ENST00000417145,
NR_024591	ENST00000402027
NR_030755	ENST00000385101
NM_001256296	ENST00000532223
NM_001178126	ENST00000532223,
NR_049835	n/a
NM_004914	ENST00000263116,
NM_001349877	n/a
NM_001349878	n/a
NR_146295	n/a
NR_033408	ENST00000426721
NR_149133	n/a
NR_003950	ENST00000255890
NR_110538	n/a
NR_110539	n/a
NM_020070	ENST00000330377
NM_152855	ENST00000330377
NR_109832	n/a
NM_016449	ENST00000317749
NM_001369906	n/a
NM_153615	ENST00000441897
NR_125755	n/a
NM_013378	ENST00000248948
NM_001329424	n/a
NM_001331041	n/a
NM_021916	ENST00000341976
NM_001329425	n/a
NM_182520	ENST00000477921,
NM_001301339	n/a
NM_213720	ENST00000484558
NR_125756	n/a
NR_038911	ENST00000406213
NM_001317946	n/a
NM_001007468	ENST00000417137,ENST00000344921,
NM_003073	ENST00000417137,ENST00000263121,
NM_001135751	ENST00000406855
NM_001363072	n/a
NM_198440	ENST00000290730
NM_001362877	n/a
NM_001024939	ENST00000405340,
NR_104248	n/a
NM_002415	ENST00000215754
NM_030807	ENST00000398356
NM_001002862	ENST00000290730
NM_001024938	ENST00000345044
NM_001282864	n/a
NR_104247	n/a
NR_126445	n/a
NR_126445	n/a
NM_001080843	ENST00000290765
NM_001363804	n/a
NM_001363804	n/a
NR_132348	n/a
NM_001355	ENST00000350608
NM_001084392	ENST00000398344
NM_001084393	ENST00000215770
NM_001080843	ENST00000290765
NR_003082	ENST00000485225
NM_001302464	n/a
NM_019601	ENST00000358321
NM_001099782	ENST00000327365
NM_004121	ENST00000327365
NM_001302465	n/a
NM_001099781	ENST00000327365
NR_003714	ENST00000414583
NR_103544	n/a
NM_001278497	n/a
NM_001278498	n/a
NR_028484	ENST00000543438
NR_028483	ENST00000427813
NM_000675	ENST00000337539,
NM_001278500	n/a
NR_103543	n/a
NM_001278499	n/a
NM_001284253	n/a
NR_104286	n/a
NM_001284254	n/a
NM_001284256	n/a
NM_207644	ENST00000446942
NM_001278656	n/a
NM_004175	ENST00000215829,
NM_001284252	n/a
NM_031444	ENST00000435822,ENST00000407471,ENST00000435822,ENST00000404664,
NR_103819	n/a
NM_001284257	n/a
NM_001284255	n/a
NM_013430	ENST00000248923,ENST00000400382,ENST00000400380,ENST00000403838,
NM_013421	n/a
NM_001284251	n/a
NM_001288833	n/a
NR_024593	ENST00000504931
NR_001283	n/a
NM_001001663	ENST00000382744
NR_038941	ENST00000366110
NM_000496	ENST00000398215
NM_004076	ENST00000215855
NM_001135772	ENST00000402859
NR_029395	ENST00000412472
NM_182492	ENST00000467672,ENST00000444995,
NR_033733	ENST00000382734
NR_033734	ENST00000382734
NR_106875	n/a
NM_020437	ENST00000215906
NR_031615	ENST00000408833
NM_001346862	n/a
NM_001008566	ENST00000398110
NM_001346858	n/a
NM_001346859	n/a
NM_001346861	n/a
NM_001362923	n/a
NM_001013694	ENST00000215917,
NR_144529	n/a
NM_001346857	n/a
NM_001008697	ENST00000405938
NM_003595	ENST00000338754,ENST00000403880,
NM_001362922	n/a
NM_012143	ENST00000407431,ENST00000407690,
NR_033319	ENST00000421151
NR_003491	ENST00000430080
NR_033321	ENST00000421151
NR_033320	ENST00000423278
NM_001886	ENST00000354760
NR_110540	n/a
NM_001318329	n/a
NM_001350812	n/a
NM_001318392	n/a
NR_134581	n/a
NR_026962	ENST00000437713
NR_026963	ENST00000454741
NR_036169	ENST00000582434
NR_036170	n/a
NR_106713	n/a
NM_005080	n/a
NM_001318314	n/a
NM_001318316	n/a
NM_001079539	ENST00000216037
NM_001318315	n/a
NM_172002	ENST00000216027
NR_134560	n/a
NM_001284265	n/a
NM_001363856	n/a
NM_001284264	n/a
NM_001284263	n/a
NM_173510	ENST00000249064,
NR_046851	ENST00000325660
NM_015370	ENST00000216071
NM_001163287	ENST00000397938
NM_001362985	n/a
NM_012265	ENST00000216085
NM_006478	ENST00000407647
NM_006477	ENST00000216101,ENST00000401450,
NM_013986	ENST00000397938
NR_138044	n/a
NM_001329536	n/a
NR_003686	ENST00000459538
NM_001163285	ENST00000397938
NM_005243	ENST00000397938,
NM_001163286	ENST00000397938,ENST00000479135,
NM_152236	ENST00000407647
NM_001278730	n/a
NR_002727	ENST00000539579
NM_021026	ENST00000354373
NM_003634	ENST00000216121
NM_003678	ENST00000490103,ENST00000442555,
NM_001202502	ENST00000216121
NM_001002877	ENST00000397872
NM_001002879	ENST00000397871
NM_001002878	ENST00000397872
NM_182527	ENST00000216144
NM_001369925	n/a
NM_001369924	n/a
NM_001369923	n/a
NM_001369928	n/a
NM_001369927	n/a
NM_001369929	n/a
NM_001369948	n/a
NM_001369921	n/a
NM_001369949	n/a
NM_001369950	n/a
NM_001369943	n/a
NM_001242906	ENST00000307790
NM_001369931	n/a
NM_001369932	n/a
NM_001369922	n/a
NM_001369944	n/a
NM_001369930	n/a
NM_032204	ENST00000307790
NM_001369945	n/a
NM_001369947	n/a
NM_001369942	n/a
NM_001369936	n/a
NM_001369935	n/a
NM_001369934	n/a
NM_001369933	n/a
NM_013387	ENST00000330029
NM_001369926	n/a
NM_001369937	n/a
NM_001003684	ENST00000330029
NM_001369946	n/a
NM_001369920	n/a
NM_001369941	n/a
NM_001369939	n/a
NM_001369940	n/a
NM_001369938	n/a
NR_106876	n/a
NM_002309	ENST00000249075
NM_020530	ENST00000215781
NR_149070	n/a
NR_148946	n/a
NM_001319108	n/a
NM_001257135	ENST00000249075
NM_001037666	ENST00000407689
NM_005877	ENST00000215793
NR_046312	ENST00000332468
NM_031937	ENST00000330168,ENST00000447976,ENST00000434291,ENST00000434987,ENST00000418047,ENST00000215790,
NM_001318335	n/a
NM_001318334	n/a
NM_001204240	ENST00000215790
NM_001017981	ENST00000382363,
NM_001017437	ENST00000405659,
NM_174977	ENST00000540456
NM_174975	ENST00000215812
NM_001161368	ENST00000540456
NR_148046	n/a
NM_001257378	ENST00000215812
NM_001257379	ENST00000215812
NM_001257382	ENST00000215812
NR_001580	ENST00000453285
NM_016498	ENST00000266263
NM_001003704	ENST00000439023,ENST00000266263,
NM_152511	ENST00000407308,ENST00000334679,
NM_001318111	n/a
NM_004861	ENST00000338911,ENST00000406955,ENST00000401975,ENST00000406955,
NM_001318108	n/a
NM_001318104	n/a
NM_000355	ENST00000215838
NM_001243225	ENST00000354694
NM_001318114	n/a
NM_001318112	n/a
NM_001318113	n/a
NM_001318370	n/a
NM_001282328	n/a
NM_001304796	n/a
NM_001304795	n/a
NM_001304794	n/a
NM_001318105	n/a
NM_001318106	n/a
NM_001318107	n/a
NM_014303	ENST00000354694,ENST00000402281,ENST00000405677,
NM_001184726	ENST00000215838
NM_001282327	n/a
NM_001318103	n/a
NM_001318115	n/a
NM_001318116	n/a
NM_001318110	n/a
NM_001318109	n/a
NM_001001479	ENST00000343605,ENST00000451479,
NR_036171	ENST00000580767
NM_001282741	n/a
NM_001282742	n/a
NR_146603	n/a
NR_026920	ENST00000422995
NR_110493	n/a
NR_110492	n/a
NR_152871	n/a
NR_152869	n/a
NR_152870	n/a
NR_152868	n/a
NR_002323	ENST00000519077
NR_152867	n/a
NM_001284285	n/a
NM_001207018	ENST00000333137
NR_037496	ENST00000583386
NM_080430	ENST00000400299
NM_001284286	n/a
NM_001284287	n/a
NM_001284288	n/a
NM_001207017	ENST00000347557
NM_134269	ENST00000333137,ENST00000404574,
NM_134270	ENST00000333137
NM_001284289	n/a
NM_006932	ENST00000347557
NM_015715	ENST00000215885
NM_001002837	ENST00000331075,
NM_005569	ENST00000331728,ENST00000333611,
NM_052880	ENST00000215912
NM_001031801	ENST00000340552
NM_001135911	ENST00000215912,ENST00000402249,
NM_016733	ENST00000331728,ENST00000333611,
NM_004147	ENST00000331457
NM_014323	ENST00000266269
NM_032050	ENST00000266269
NM_032052	ENST00000266269
NM_032051	ENST00000215919
NR_110542	n/a
NR_120386	n/a
NM_001326419	n/a
NM_001326417	n/a
NM_001326418	n/a
NM_001326421	n/a
NM_001326411	n/a
NM_014338	ENST00000382151,ENST00000460723,
NM_178022	n/a
NM_001326412	n/a
NR_106959	n/a
NM_001326415	n/a
NM_001326414	n/a
NM_001326416	n/a
NM_001326413	n/a
NM_001326420	n/a
NM_001007188	ENST00000400242,ENST00000536766,
NM_003405	ENST00000248975,ENST00000471374,
NM_001302819	n/a
NM_001302820	n/a
NR_126507	n/a
NM_015372	ENST00000248984
NM_001010859	ENST00000382097
NM_001098527	ENST00000400236
NM_001364982	n/a
NM_001159546	ENST00000400236
NM_001159545	ENST00000248983
NR_040114	ENST00000432373
NM_001364983	n/a
NM_001364986	n/a
NM_001364985	n/a
NM_001364984	n/a
NM_001098535	ENST00000249007
NM_006604	ENST00000397468
NR_001450	ENST00000400234
NR_002596	ENST00000400234
NR_104232	n/a
NM_174932	ENST00000300399
NR_038918	ENST00000420171
NM_014306	ENST00000216038
NM_012179	ENST00000266087
NM_001257990	ENST00000397426,ENST00000492535,
NM_001033024	ENST00000382058
NM_000362	ENST00000266085
NR_134617	n/a
NR_039921	ENST00000580680
NR_145833	n/a
NR_038949	ENST00000438159
NR_038950	ENST00000424291
NM_001303508	n/a
NR_024194	ENST00000411850
NM_005488	ENST00000411850
NM_001362972	n/a
NM_001135732	ENST00000411850
NR_027780	ENST00000418170
NR_037471	ENST00000579518
NR_106717	n/a
NM_001135730	ENST00000425375
NM_001135729	ENST00000447733
NR_024195	ENST00000411850
NM_001003681	ENST00000418170
NR_156428	n/a
NM_006739	ENST00000216122,
NM_001362846	n/a
NM_203378	ENST00000397328
NM_014310	ENST00000216127,
NM_001366725	n/a
NM_005368	ENST00000397326
NM_203377	ENST00000359787
NM_030642	ENST00000249044
NM_030644	n/a
NM_145640	ENST00000397293
NM_145639	n/a
NM_145642	ENST00000422426,ENST00000432700,ENST00000397293,ENST00000361710,
NM_145641	ENST00000397287
NM_014349	n/a
NM_001136541	ENST00000426053,
NM_001136540	ENST00000422706
NM_030643	ENST00000405511
NM_145660	ENST00000404685
NM_145637	ENST00000358502,ENST00000249066,
NR_106877	n/a
NM_145343	ENST00000319136
NM_030882	ENST00000358502
NM_001362927	n/a
NM_003661	ENST00000422706,
NM_003753	ENST00000216190,
NM_001363042	n/a
NM_001363041	n/a
NM_001102371	ENST00000397224
NM_024955	ENST00000397224,
NM_012473	ENST00000216185
NR_156418	n/a
NM_001177701	ENST00000340630,
NM_006860	ENST00000340630
NM_001363003	n/a
NM_002854	ENST00000417718,ENST00000216200,
NR_134623	n/a
NM_001315532	n/a
NR_033531	ENST00000476548
NM_013416	ENST00000397147
NR_147197	n/a
NM_000631	ENST00000248899
NM_000395	ENST00000403662,ENST00000262825,
NM_003312	ENST00000403892,ENST00000249042,
NM_001013436	ENST00000397129
NM_178552	ENST00000405091
NR_038954	ENST00000400221
NM_001282685	n/a
NM_001282686	n/a
NM_024681	ENST00000403888,ENST00000402077,ENST00000403888,
NM_001130517	ENST00000404802
NM_001270483	ENST00000249042
NM_001163857	ENST00000405091
NM_001282684	n/a
NM_021126	ENST00000397129
NM_001369905	n/a
NM_001369904	n/a
NM_001365878	n/a
NM_031910	ENST00000337843
NM_000878	ENST00000216223
NM_001278687	n/a
NM_182486	ENST00000493023,ENST00000470655,
NM_001051	ENST00000328544,
NM_001346223	n/a
NM_001346222	n/a
NM_001318024	n/a
NM_013385	ENST00000469886,ENST00000248901,
NM_002872	ENST00000249071
NM_052906	ENST00000402918
NM_152243	ENST00000249014
NM_006498	ENST00000215886
NM_014550	ENST00000403299,ENST00000488141,ENST00000406271,ENST00000403299,ENST00000251973,
NM_018957	ENST00000417536,ENST00000357436,
NM_001350055	n/a
NM_024313	ENST00000438329,ENST00000359114,
NM_002305	ENST00000215909
NR_109952	n/a
NM_020315	ENST00000215904
NR_160696	n/a
NR_160697	n/a
NM_014291	ENST00000248924
NM_003614	ENST00000249041
NM_001363839	n/a
NR_036556	ENST00000215941
NR_146279	n/a
NR_146280	n/a
NM_001349853	n/a
NR_030395	ENST00000385210
NR_030396	ENST00000384963
NM_007032	ENST00000406386,ENST00000403663,ENST00000406386,
NM_138632	ENST00000407319
NM_001171690	ENST00000323205
NM_005318	ENST00000340857
NM_138797	ENST00000215941
NM_021974	ENST00000442738
NR_125371	n/a
NM_001301129	n/a
NM_001207062	ENST00000403305
NR_106878	n/a
NR_039759	ENST00000578108
NM_033386	ENST00000215957
NM_032561	ENST00000403305
NM_006941	ENST00000396884,ENST00000360880,ENST00000396884,
NM_001039583	ENST00000404072
